,Carbohydrate,Energy,Fat,Fibre,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Of which Polyunsaturated,Iron,Omega 3,Vitamin A,Vitamin B12,Sodium,Vitamin D,Calcium,Of which Trans,Vitamin C,Selenium,Thiamin,Iodine,Potassium,Riboflavin,Vitamin E,Vitamin B6,Biotin,Copper,Of which Polyols,Manganese,Omega 6,Folic Acid,Niacin,Polyunsaturates,Salt Equivalent,Magnesium,Pathogenic Acid,Zinc,Of which Starch,Vitamin K,Chloride,Pantothenic Acid,Cholesterol,Of which Cholesterol,box,label-glued,shrinkwrap,Omega 9
5435,61.1g,496kcal,24.3g,4.3g,12.9g,26.6g,6.0g,0.83g,McVitie's Digestives Dark Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,70.3g,378kcal,8.1g,2.0g,4.1g,50.4g,4.9g,0.28g,McVitie's Jaffa Cakes Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,65.2g,485kcal,21.2g,2.5g,10.2g,17.1g,7.1g,0.63g,Essential Malted Milk Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,71.1g,460kcal,15.7g,3.0g,1.5g,18.5g,7.2g,0.81g,McVitie's rich tea biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,71.3g,461kcal,16.5g,2.3g,7.8g,28.9g,5.8g,0.94g,McVitie's Ginger Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,71.1g,460kcal,15.7g,3.0g,1.5g,18.5g,7.2g,0.81g,McVitie's rich tea biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,61.1g,496kcal,24.3g,4.3g,12.9g,26.6g,6.0g,0.83g,McVitie's Digestives Dark Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,59.1g,525kcal,29.2g,1.9g,18.4g,14.9g,5.6g,0.57g,Waitrose shortbread fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5443,62.9g,499kcal,23.8g,3.8g,12.2g,26.7g,6.4g,0.75g,Essential Plain Chocolate Digestive Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,60g,500kcal,25g,,16g,38g,7.5g,0.62g,Bahlsen Choco Leibniz Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,62.5g,496kcal,23.6g,3.0g,12.4g,28.5g,6.7g,0.94g,McVitie's Digestives Milk Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,74.2g,457kcal,14.1g,2.0g,6.5g,18.9g,7.3g,0.87g,Essential Rich Tea Finger Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,64.9g,479kcal,20.1g,3.0g,9.4g,18.9g,8.0g,1.1g,Hovis digestive biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,63.3g,498kcal,23.7g,2.9g,12.1g,28.3g,6.5g,1.00g,Essential Milk Chocolate Digestive Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,67.6g,378kcal,9.2g,3.3g,4.2g,36.9g,4.6g,0.31g,Essential Garibaldi Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,61.8g,472kcal,20.2g,6.5g,8.8g,22.9g,7.4g,0.82g,McVitie's Hob-Nobs Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,60.1g,529kcal,29.5g,1.5g,18.1g,20.2g,5.0g,0.84g,Waitrose Free From Butter Shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5452,61.1g,496kcal,24.3g,4.3g,12.9g,26.6g,6.0g,0.83g,McVitie's Digestives Dark Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5453,71.7g,383kcal,8.6g,3.0g,3.8g,34.8g,3.4g,0.6g,McVitie's fig rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5454,56.4g,530kcal,29.8g,5.1g,17.5g,41.4g,6.4g,0.24g,Waitrose 8 Dark Chocolate Ginger Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5455,8.2g,62kcal,2.8g,,1.0g,2.6g,0.8g,0.13g,Simmers Abernethy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,63g,469kcal,19g,6.8g,8.5g,18g,7.3g,1.03g,Doves Farm digestives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5457,64.2g,496kcal,23.3g,2.5g,13.2g,20.1g,6.2g,0.31g,Essential Nice Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,68.0g,469kcal,18.7g,1.9g,7.6g,23.0g,6.2g,0.86g,Essential Fruit Shortcake Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5459,60.3g,534kcal,30.1g,1.1g,18.4g,38.2g,5.0g,0.40g,Waitrose Duchy Stem Ginger Biscuits in Dark Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,61.4g,494kcal,23.3g,5.2g,11.5g,32.3g,7.0g,0.75g,McVitie's Hobnobs Milk Choc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,61.7g,522kcal,27.1g,2.2g,16.2g,46.2g,6.7g,0.36g,Waitrose 8 Milk Chocolate Shortcake Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,70.2g,435kcal,14.1g,2.1g,6.8g,29.7g,5.4g,0.61g,Jammie Dodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5463,60.2g,494kcal,23.8g,6.3g,11.9g,30.7g,6.5g,0.66g,McVitie's Hobnobs Dark Choc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5464,64.6g,492kcal,22.8g,1.8g,9.5g,16.9g,6.2g,0.73g,Essential Shortcake Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,69.9g,448kcal,14.5g,3.7g,1.5g,20.2g,7.4g,0.97g,McVitie's Lights Digestives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5466,64.5g,497kcal,22.9g,2.3g,11.9g,22.4g,7.0g,0.45g,Essential Milk Chocolate Malted Milk Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,66g,485kcal,22g,2.1g,13g,37.1g,4.6g,0.4g,Prewetts Cookies Chocolate + Ginger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,66g,500kcal,23g,2.1g,13g,30g,5.2g,0.46g,Fox's Jam'n Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,76.7g,424kcal,8.7g,3.4g,3.3g,20.1g,8.1g,0.68g,Essential Reduce Fat Rich Tea Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5470,62.2g,518kcal,26.9g,1.3g,16.2g,24.8g,6.1g,0.85g,Waitrose Duchy Highland All Butter Shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,64.7g,489kcal,22.3g,1.9g,10.4g,19.4g,6.4g,0.82g,Essential Rich Highland Shorties Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472,6.2g,48kcal,2.1g,0.5g,0.9g,2.1g,0.8g,0.11g,Nairn's Chocolate Chip Biscuit Breaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5473,62.5g,496kcal,23.6g,3.0g,12.4g,28.5g,6.7g,0.94g,McVitie's Digestives Milk Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,48.8g,531kcal,33.2g,3.8g,14.4g,29.8g,7.4g,0.23g,No.1 Dark Chocolate & Ginger Florentines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,63.4g,502kcal,25.0g,1.7g,17.3g,24.7g,5.0g,0.78g,Waitrose Duchy Stem Ginger All Butter Shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,57.4g,513kcal,28.1g,3.7g,17.0g,39.0g,6.0g,0.66g,Waitrose Free From Triple Choc Cookies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,58.4g,533kcal,30.3g,2.1g,18.9g,16.2g,5.6g,0.70g,Walker's Shortbread Fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5478,61.0g,502kcal,25.0g,3.5g,15.8g,37.0g,6.6g,0.25g,Waitrose Continental Dark Chocolate Butter Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5479,67g,459kcal,17g,5.0g,7.0g,22g,7.6g,0.53g,Doves Farm ginger oat biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480,68g,476kcal,20g,2.7g,5.4g,38g,5.3g,0.73g,Oreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,59g,519kcal,27g,,20g,26g,"8,1g","0,33g",Loacker napolitaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,61.2g,481kcal,22.5g,4.6g,14.4g,43.4g,6.2g,0.43g,No.1 Dark Chocolate & Ginger Thins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,51g,553kcal,34g,3.9g,16g,42g,7.7g,0.30g,Thomas.J.Fudge's Decadent Dark Chocolate Florentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,57.2g,546kcal,32.8g,1.3g,20.6g,20.4g,4.9g,0.80g,Waitrose Duchy Highland All Butter Shortbread Fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,60.4g,522kcal,28.1g,3.0g,16.6g,17.9g,5.4g,0.60g,Waitrose mini shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,62g,512kcal,26g,1.8g,15g,50g,5.7g,0.45g,Fox's Chocolatey Milk Chocolate Rounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,61.4g,494kcal,23.3g,5.2g,11.5g,32.3g,7.0g,0.75g,McVitie's Hobnobs Milk Choc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,63.4g,396kcal,12.4g,1.9g,5.9g,31.5g,4.9g,0.69g,Fox's Party Rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,59.9g,471kcal,21.0g,6.5g,9.8g,27.7g,7.2g,0.7g,McVitie's hobnobs choc chip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,69.4g,448kcal,15.2g,2.8g,7.2g,20.0g,6.9g,1.1g,McVitie's thin arrowroot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,58.7g,526kcal,29.3g,2.3g,17.4g,32.0g,5.8g,0.45g,Waitrose Duchy Orange Biscuits in Dark Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5492,62.1g,505kcal,25.5g,1.6g,15.1g,23.5g,5.9g,0.98g,Waitrose Duchy Lemon Shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,49g,576kcal,38g,2.5g,18g,45g,8.0g,0.38g,Thomas.J.Fudge's Mouthwatering Milk Chocolate Florentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5494,64.0g,478kcal,22.0g,2.5g,14.0g,31.6g,4.8g,0.50g,Waitrose Scottish stem ginger shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,62.5g,507kcal,25.9g,2.1g,15.4g,26.0g,5.0g,0.68g,Waitrose Chocolate Chip All Butter Shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,56g,462kcal,22g,4.4g,13g,39g,5.6g,0.50g,Thomas.J.Fudges Delectable Dark Chocolate Flapjacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5497,61.7g,514kcal,26.9g,1.9g,16.8g,23.5g,5.2g,0.68g,Walker's Shortbread Highlanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,47.8g,531kcal,33.2g,3.6g,14.1g,41.1g,8.4g,0.28g,No.1 Milk Chocolate Florentines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5499,66g,506kcal,24g,1.6g,14g,42g,4.4g,0.61g,Fox's Golden Crunch Creams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,61.5g,551kcal,32.1g,0.8g,25.3g,32.4g,3.6g,0.25g,Crawford's pink wafers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,80g,473kcal,16g,1.0g,8.5g,9.5g,1.8g,0.75g,Schär Gluten Free Rich Tea Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,56.1g,494kcal,24.3g,7.2g,10.5g,32.7g,9.1g,0.45g,Prewett's Milk Chocolate Digestives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,64g,461kcal,21g,,13g,38g,5.1g,0.7g,Island Bakery Chocolate Gingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5504,61.9g,515kcal,26.9g,1.7g,16.4g,26.9g,5.5g,0.65g,Waitrose Duchy Chocolate with Vanilla Shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5505,55.0g,453kcal,18.0g,6.0g,7.0g,5.3g,14.0g,1.87g,Marmite Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,62g,483kcal,22g,"6,2g","9,9g",21g,"6,1g","0,63g",Schär Digestive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,66g,522kcal,26g,1.2g,15g,34g,4.6g,0.81g,Lotus Biscoff Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,45g,2307kJ,37g,,21g,37g,"8,3","0,21",Loacker Tortina Dark Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,63g,510kcal,25g,"6,6g",14g,36g,,"0,48g",Bahlsen Pick Up! 10x Minis Milk Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,67g,498kcal,23g,1.6g,13g,42g,4.0g,0.85g,Fox's Ginger Crunch Creams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,55.2g,548kcal,33.7g,2.1g,21.6g,22.5g,4.9g,0.65g,Waitrose 9 all butter vanilla Viennese swirls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,68g,497kcal,23g,"2,1g","7,4g",43g,"4,2g","0,57g",Oreo double stuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,65.8g,499kcal,23.2g,2.4g,11.4g,30.3g,5.7g,0.61g,Maryland Minis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,62.9g,496kcal,23.2g,3.4g,11.9g,29.9g,6.8g,0.79g,McVitie's Mini Digestives Milk Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,58.2g,529kcal,30.0g,2.0g,18.7g,16.5g,5.6g,0.68g,Walker's Classic Shortbread Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,70g,500kcal,22g,1.0g,13g,33g,4.9g,0.55g,Schär custard creams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,62.6g,482kcal,21.9g,2.6g,13.7g,27.9g,7.2g,0.55g,Waitrose mini oat biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,56.4g,549kcal,32.4g,2.5g,19.1g,30.9g,6.6g,0.35g,Waitrose 10 chocolate Viennese fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,62g,527kcal,28g,2.0g,15g,34g,5.8g,0.57g,Fox's Viennese milk chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,60.9g,531kcal,28.6g,1.8g,17.4g,29.5g,6.7g,0.35g,Waitrose 10 vanilla Viennese fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,68g,476kcal,20g,2.7g,5.4g,38g,5.3g,0.73g,Oreo Ideal For Lunchboxes Original 6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,61g,457kcal,20g,3.8g,12g,43g,5.9g,0.43g,Thomas.J.Fudge's Milk Chocolate Flapjacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,72.6g,484kcal,19.0g,1.3g,8.0g,38.1g,4.9g,0.92g,Lotus Biscoff Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,47g,560kcal,37g,,22g,32g,7.2g,0.12g,Bahlsen Praline Squares Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5525,50g,561kcal,36g,,21g,36g,7.7g,0.21g,Bahlsen Praline Squares Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,62.9g,539kcal,29.2g,1.8g,17.7g,20.0g,5.2g,0.65g,No.1 Coffee Shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,79g,414kcal,"7,5g","2,1g","0,7g",74g,"6,3g","0,10g",Doria amaretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,71.3g,473kcal,17.5g,,12.4g,28.5g,6.8g,1.10g,Chloe's All Butter Sweethearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,60.0g,437Kcal,16.8g,,4.1g,30.0g,10.5g,0.67g,Arden & Amici Almond Cantuccini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5530,73.8g,470kcal,16.6g,,8.1g,56g,5.4g,0.18g,Chloe's Continental Wafer Rolls Hazelnut & Cocoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,72.6g,484kcal,19.0g,1.3g,8.0g,38.1g,4.9g,0.92g,Lotus Biscoff Snack Packs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,63.5g,532kcal,28.0g,2.0g,15.9g,18.7g,5.5g,0.63g,No.1 Lavender Shortbread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,52.2g,460kcal,22.4g,,1.3g,51.9g,10.6g,0.10g,Arden & Amici Soft Amaretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,63g,407kcal,15g,,8.2g,47g,4.0g,0.14g,Bahlsen Luxury Jaffa Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,55.0g,1986kJ,25.4g,,10.2g,28.6g,5.2g,0.7g,Border Biscuit Sharing Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,72g,454kcal,15g,,"7,3g",36g,"6,9g","1,0g",Jules Destrooper Almond Thins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,65.5g,480kcal,21.7g,2.4g,11.5g,30.9g,5.6g,0.88g,McVities V.I.Bs Classic Caramel Bliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,52g,560kcal,35g,2.1g,18g,46g,7.2g,1.03g,Thomas.J.Fudge's Salted Caramel Florentines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,48g,2303kJ,35g,,20g,41g,10g,"0,27",Loacker Tortina Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,47g,2267kJ,35g,,22g,31g,"7,7","0,16",Loacker Dark Chocolate Hazelnuts Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,58g,480kcal,26g,,17g,23g,5.5g,1.4g,Island Bakery Shortbread Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,72.3g,445kcal,12.2g,3.2g,1.0g,56.6g,10.0g,0.09g,No.1 Croquants de Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,65g,415kcal,15g,,"9,1g",36g,"5,1g","0,41g",Jules Destrooper Butter Crisps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,59g,496kcal,27g,,17g,27g,6.2g,1.0g,Island Bakery Lemon Melts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,63g,508kcal,25g,,17g,29g,6.7g,0.51g,Bahlsen hit cocoa créme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,47.7g,536kcal,34.1g,3.5g,14.7g,39.1g,7.7g,0.25g,No.1 Milk Chocolate & Orange Florentines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,62g,487kcal,23g,,15g,43g,6.8g,0.58g,Bahlsen Baileys Choco Leibniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,61.0g,511kcal,26.0g,2.6g,16.0g,39.0g,7.0g,0.38g,Waitrose Continental Milk Chocolate Butter Biscuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
